153,商業心理學,3,選修,會計二乙,(四)12-14 商309 張瑞元,60,47,張瑞元
153,商業心理學,3,選修,會計二丙,(四)12-14 商309 張瑞元,60,47,張瑞元
154,組織行為,3,選修,會計二甲,(二)11-13 商304 賴璟鋒,60,59,賴璟鋒
154,組織行為,3,選修,會計二乙,(二)11-13 商304 賴璟鋒,60,59,賴璟鋒
154,組織行為,3,選修,會計二丙,(二)11-13 商304 賴璟鋒,60,59,賴璟鋒
155,貨幣銀行學,3,選修,會計二甲,(五)08-10 商304 許義忠,60,62,許義忠
155,貨幣銀行學,3,選修,會計二乙,(五)08-10 商304 許義忠,60,62,許義忠
155,貨幣銀行學,3,選修,會計二丙,(五)08-10 商304 許義忠,60,62,許義忠
156,電子商務,3,選修,會計二甲,(四)11-13 商304 鍾文榮,60,48,鍾文榮
156,電子商務,3,選修,會計二乙,(四)11-13 商304 鍾文榮,60,48,鍾文榮
156,電子商務,3,選修,會計二丙,(四)11-13 商304 鍾文榮,60,48,鍾文榮
157,總體經濟學,3,選修,會計二甲,(三)06-08 行政二館307 柯宗漢,60,20,柯宗漢
157,總體經濟學,3,選修,會計二乙,(三)06-08 行政二館307 柯宗漢,60,20,柯宗漢
157,總體經濟學,3,選修,會計二丙,(三)06-08 行政二館307 柯宗漢,60,20,柯宗漢
158,高等會計學(二),3,必修,會計三甲,(五)02-04 商208 林嬌能,60,62,林嬌能
159,高等會計學(二)實習,0,必修,會計三甲,(四)03-04 商208 林柏豪,60,62,林柏豪
160,財務管理實習,0,必修,會計三甲,(四)02     商208 林柏豪,65,62,林柏豪
161,財務管理,3,必修,會計三甲,(二)06-08 忠205 楊茜文,65,62,楊茜文
162,財務報表分析,3,必修,會計三甲,"(三)02-04 商304 江向才,吳清池",65,62,"江向才,吳清池"
163,審計學(一),3,必修,會計三甲,(二)02-04 商304 盧鈺欣,65,77,盧鈺欣
164,高等會計學(二),3,必修,會計三乙,(二)02-04 商207 陳品如,65,66,陳品如
165,高等會計學(二)實習,0,必修,會計三乙,(五)03-04 科航206 林柏豪,65,66,林柏豪
166,財務管理實習,0,必修,會計三乙,(五)02     科航206 林柏豪,65,65,林柏豪
167,財務管理,3,必修,會計三乙,(三)06-08 商304 高惠松,65,65,高惠松
168,財務報表分析,3,必修,會計三乙,(三)02-04 商208 黃娟娟,65,63,黃娟娟
169,審計學(一),3,必修,會計三乙,(四)02-04 商304 施念恕,65,77,施念恕
170,高等會計學(二),3,必修,會計三丙,(二)06-08 科航202 林嬌能,65,63,林嬌能
171,高等會計學(二)實習,0,必修,會計三丙,(二)03-04 語405 林柏豪,65,63,林柏豪
172,財務管理實習,0,必修,會計三丙,(二)02     語405 林柏豪,65,64,林柏豪
173,財務管理,3,必修,會計三丙,(四)02-04 商311 陳珮瀅,65,64,陳珮瀅
